id,title,text_content,category,word_count,year,authors,venue
paper_zh_0011,基于图神经网络的推荐系统（扩展研究 34）,基于图神经网络的推荐系统。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,4363,2023,王强 等,AAAI
paper_zh_0012,基于图神经网络的推荐系统（扩展研究 23）,基于图神经网络的推荐系统。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,9543,2022,孙鹏 等,NeurIPS
paper_zh_0013,代码生成与大语言模型（扩展研究 5）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,15050,2022,孙鹏 等,数据挖掘与知识发现
paper_zh_0014,分布式训练系统优化策略（扩展研究 5）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,6358,2023,赵磊 等,中国计算机大会
paper_zh_0015,大语言模型知识图谱构建综述（扩展研究 24）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,16260,2024,孙鹏 等,自然语言处理前沿
paper_zh_0016,大语言模型知识图谱构建综述（扩展研究 29）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,13487,2022,赵磊 等,NeurIPS
paper_zh_0017,知识蒸馏模型压缩技术（扩展研究 6）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,6913,2022,吴昊 等,中国计算机大会
paper_zh_0018,联邦学习隐私保护技术（扩展研究 46）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,13811,2022,王强 等,ACL 中文研讨会
paper_zh_0019,知识蒸馏模型压缩技术（扩展研究 14）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,13410,2022,刘洋 等,中国计算机大会
paper_zh_0020,自监督学习前沿进展（扩展研究 25）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,8466,2024,陈晨 等,数据挖掘与知识发现
paper_zh_0021,分布式训练系统优化策略（扩展研究 22）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,5341,2023,赵磊 等,NeurIPS
paper_zh_0022,代码生成与大语言模型（扩展研究 30）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,13530,2023,刘洋 等,ACL 中文研讨会
paper_zh_0023,分布式训练系统优化策略（扩展研究 35）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,7722,2022,王强 等,AAAI
paper_zh_0024,深度学习在医疗影像中的应用（扩展研究 45）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,8342,2023,吴昊 等,人工智能学报
paper_zh_0025,时间序列异常检测方法对比（扩展研究 45）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,9421,2024,李明 等,自然语言处理前沿
paper_zh_0026,检索增强生成企业智能客服应用（扩展研究 48）,检索增强生成企业智能客服应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,4565,2023,李明 等,人工智能学报
paper_zh_0027,代码生成与大语言模型（扩展研究 6）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,9291,2024,陈晨 等,自然语言处理前沿
paper_zh_0028,大语言模型知识图谱构建综述（扩展研究 22）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,5614,2022,郑宇 等,ACL 中文研讨会
paper_zh_0029,中文文本分类与情感分析综述（扩展研究 27）,中文文本分类与情感分析综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,16692,2023,刘洋 等,ACL 中文研讨会
paper_zh_0030,Apache Arrow 列式内存格式优化研究（扩展研究 50）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,7901,2022,赵磊 等,NeurIPS
paper_zh_0031,知识蒸馏模型压缩技术（扩展研究 25）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,15467,2023,刘洋 等,NeurIPS
paper_zh_0032,自监督学习前沿进展（扩展研究 5）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,4047,2024,吴昊 等,AAAI
paper_zh_0033,深度学习在医疗影像中的应用（扩展研究 18）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,7822,2023,周涛 等,中国计算机大会
paper_zh_0034,时间序列异常检测方法对比（扩展研究 11）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,5571,2023,张伟 等,人工智能学报
paper_zh_0035,中文文本分类与情感分析综述（扩展研究 30）,中文文本分类与情感分析综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,5007,2022,王强 等,AAAI
paper_zh_0036,分布式训练系统优化策略（扩展研究 41）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,6779,2024,刘洋 等,人工智能学报
paper_zh_0037,代码生成与大语言模型（扩展研究 42）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,17430,2024,周涛 等,中国计算机大会
paper_zh_0038,时间序列异常检测方法对比（扩展研究 36）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,10129,2023,吴昊 等,中国计算机大会
paper_zh_0039,深度学习在医疗影像中的应用（扩展研究 40）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,11281,2023,张伟 等,AAAI
paper_zh_0040,向量数据库技术选型与实践（扩展研究 33）,向量数据库技术选型与实践。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,16115,2022,郑宇 等,ACL 中文研讨会
paper_zh_0041,知识蒸馏模型压缩技术（扩展研究 46）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,5133,2022,赵磊 等,数据挖掘与知识发现
paper_zh_0042,代码生成与大语言模型（扩展研究 39）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,5375,2023,郑宇 等,人工智能学报
paper_zh_0043,Apache Arrow 列式内存格式优化研究（扩展研究 17）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,15755,2024,李明 等,NeurIPS
paper_zh_0044,Apache Arrow 列式内存格式优化研究（扩展研究 26）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,8710,2024,周涛 等,中国计算机大会
paper_zh_0045,因果推断在推荐系统中的应用（扩展研究 47）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,17379,2023,陈晨 等,中国计算机大会
paper_zh_0046,基于图神经网络的推荐系统（扩展研究 47）,基于图神经网络的推荐系统。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,15753,2024,陈晨 等,人工智能学报
paper_zh_0047,自监督学习前沿进展（扩展研究 11）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,16124,2023,郑宇 等,ACL 中文研讨会
paper_zh_0048,联邦学习隐私保护技术（扩展研究 3）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,14878,2023,孙鹏 等,人工智能学报
paper_zh_0049,大语言模型知识图谱构建综述（扩展研究 38）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,8275,2023,王强 等,人工智能学报
paper_zh_0050,联邦学习隐私保护技术（扩展研究 36）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,14617,2023,孙鹏 等,ACL 中文研讨会
paper_zh_0051,分布式训练系统优化策略（扩展研究 13）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,11375,2022,郑宇 等,数据挖掘与知识发现
paper_zh_0052,深度学习在医疗影像中的应用（扩展研究 3）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,16453,2022,孙鹏 等,人工智能学报
paper_zh_0053,自监督学习前沿进展（扩展研究 6）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,5987,2024,孙鹏 等,自然语言处理前沿
paper_zh_0054,分布式训练系统优化策略（扩展研究 9）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,4432,2024,刘洋 等,NeurIPS
paper_zh_0055,因果推断在推荐系统中的应用（扩展研究 43）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,5114,2024,陈晨 等,人工智能学报
paper_zh_0056,大语言模型知识图谱构建综述（扩展研究 37）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,5101,2024,周涛 等,中国计算机大会
paper_zh_0057,自监督学习前沿进展（扩展研究 14）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,6227,2023,孙鹏 等,数据挖掘与知识发现
paper_zh_0058,多模态预训练模型进展（扩展研究 3）,多模态预训练模型进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,9647,2024,吴昊 等,NeurIPS
paper_zh_0059,自监督学习前沿进展（扩展研究 33）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,17945,2023,张伟 等,中国计算机大会
paper_zh_0060,时间序列异常检测方法对比（扩展研究 39）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,11604,2022,孙鹏 等,自然语言处理前沿
paper_zh_0061,代码生成与大语言模型（扩展研究 8）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,5723,2024,赵磊 等,NeurIPS
paper_zh_0062,时间序列异常检测方法对比（扩展研究 49）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,13828,2023,陈晨 等,NeurIPS
paper_zh_0063,联邦学习隐私保护技术（扩展研究 30）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,7314,2024,赵磊 等,自然语言处理前沿
paper_zh_0064,深度学习在医疗影像中的应用（扩展研究 46）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,17077,2024,李明 等,自然语言处理前沿
paper_zh_0065,检索增强生成企业智能客服应用（扩展研究 4）,检索增强生成企业智能客服应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,9801,2022,刘洋 等,AAAI
paper_zh_0066,Apache Arrow 列式内存格式优化研究（扩展研究 48）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,17662,2024,周涛 等,人工智能学报
paper_zh_0067,分布式训练系统优化策略（扩展研究 35）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,16819,2024,郑宇 等,ACL 中文研讨会
paper_zh_0068,大语言模型知识图谱构建综述（扩展研究 5）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,12126,2023,李明 等,NeurIPS
paper_zh_0069,分布式训练系统优化策略（扩展研究 19）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,17278,2024,吴昊 等,NeurIPS
paper_zh_0070,联邦学习隐私保护技术（扩展研究 14）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,9949,2024,李明 等,自然语言处理前沿
paper_zh_0071,分布式训练系统优化策略（扩展研究 9）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,12029,2024,周涛 等,AAAI
paper_zh_0072,联邦学习隐私保护技术（扩展研究 20）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,12177,2023,郑宇 等,ACL 中文研讨会
paper_zh_0073,自监督学习前沿进展（扩展研究 41）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,14206,2024,赵磊 等,数据挖掘与知识发现
paper_zh_0074,中文文本分类与情感分析综述（扩展研究 15）,中文文本分类与情感分析综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,12798,2022,赵磊 等,NeurIPS
paper_zh_0075,因果推断在推荐系统中的应用（扩展研究 39）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,11695,2022,王强 等,AAAI
paper_zh_0076,知识蒸馏模型压缩技术（扩展研究 4）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,17801,2022,郑宇 等,ACL 中文研讨会
paper_zh_0077,分布式训练系统优化策略（扩展研究 26）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,8164,2023,郑宇 等,中国计算机大会
paper_zh_0078,深度学习在医疗影像中的应用（扩展研究 33）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,5833,2024,李明 等,自然语言处理前沿
paper_zh_0079,因果推断在推荐系统中的应用（扩展研究 38）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,7099,2022,赵磊 等,ACL 中文研讨会
paper_zh_0080,大语言模型知识图谱构建综述（扩展研究 15）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,14274,2022,刘洋 等,人工智能学报
paper_zh_0081,联邦学习隐私保护技术（扩展研究 37）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,7551,2022,赵磊 等,数据挖掘与知识发现
paper_zh_0082,多模态预训练模型进展（扩展研究 10）,多模态预训练模型进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,12447,2024,周涛 等,AAAI
paper_zh_0083,Apache Arrow 列式内存格式优化研究（扩展研究 23）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,17813,2023,王强 等,NeurIPS
paper_zh_0084,检索增强生成企业智能客服应用（扩展研究 5）,检索增强生成企业智能客服应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,6224,2024,陈晨 等,人工智能学报
paper_zh_0085,联邦学习隐私保护技术（扩展研究 18）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,11865,2024,李明 等,中国计算机大会
paper_zh_0086,多模态预训练模型进展（扩展研究 12）,多模态预训练模型进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,10606,2024,郑宇 等,ACL 中文研讨会
paper_zh_0087,分布式训练系统优化策略（扩展研究 25）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,6002,2023,刘洋 等,自然语言处理前沿
paper_zh_0088,知识蒸馏模型压缩技术（扩展研究 10）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,6251,2024,刘洋 等,中国计算机大会
paper_zh_0089,时间序列异常检测方法对比（扩展研究 31）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,12367,2023,赵磊 等,中国计算机大会
paper_zh_0090,因果推断在推荐系统中的应用（扩展研究 43）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,8536,2024,周涛 等,AAAI
paper_zh_0091,时间序列异常检测方法对比（扩展研究 5）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,9181,2023,周涛 等,数据挖掘与知识发现
paper_zh_0092,联邦学习隐私保护技术（扩展研究 48）,联邦学习隐私保护技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,11905,2024,李明 等,NeurIPS
paper_zh_0093,Apache Arrow 列式内存格式优化研究（扩展研究 6）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,6056,2024,陈晨 等,ACL 中文研讨会
paper_zh_0094,时间序列异常检测方法对比（扩展研究 22）,时间序列异常检测方法对比。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,7381,2023,刘洋 等,自然语言处理前沿
paper_zh_0095,向量数据库技术选型与实践（扩展研究 6）,向量数据库技术选型与实践。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,15303,2023,周涛 等,AAAI
paper_zh_0096,自监督学习前沿进展（扩展研究 39）,自监督学习前沿进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,6305,2023,王强 等,中国计算机大会
paper_zh_0097,中文文本分类与情感分析综述（扩展研究 34）,中文文本分类与情感分析综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,4567,2024,刘洋 等,NeurIPS
paper_zh_0098,分布式训练系统优化策略（扩展研究 25）,分布式训练系统优化策略。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,11384,2024,赵磊 等,NeurIPS
paper_zh_0099,代码生成与大语言模型（扩展研究 41）,代码生成与大语言模型。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,8203,2022,刘洋 等,自然语言处理前沿
paper_zh_0100,深度学习在医疗影像中的应用（扩展研究 36）,深度学习在医疗影像中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,10186,2023,张伟 等,人工智能学报
paper_zh_0101,多模态预训练模型进展（扩展研究 22）,多模态预训练模型进展。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,图机器学习,9316,2022,孙鹏 等,自然语言处理前沿
paper_zh_0102,Apache Arrow 列式内存格式优化研究（扩展研究 39）,Apache Arrow 列式内存格式优化研究。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,计算机视觉,14538,2023,陈晨 等,人工智能学报
paper_zh_0103,大语言模型知识图谱构建综述（扩展研究 47）,大语言模型知识图谱构建综述。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,5105,2022,陈晨 等,ACL 中文研讨会
paper_zh_0104,知识蒸馏模型压缩技术（扩展研究 49）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,数据系统,13715,2023,陈晨 等,自然语言处理前沿
paper_zh_0105,基于图神经网络的推荐系统（扩展研究 19）,基于图神经网络的推荐系统。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,17787,2024,王强 等,中国计算机大会
paper_zh_0106,向量数据库技术选型与实践（扩展研究 35）,向量数据库技术选型与实践。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,机器学习,17102,2022,吴昊 等,自然语言处理前沿
paper_zh_0107,因果推断在推荐系统中的应用（扩展研究 28）,因果推断在推荐系统中的应用。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,强化学习,14015,2024,李明 等,ACL 中文研讨会
paper_zh_0108,知识蒸馏模型压缩技术（扩展研究 42）,知识蒸馏模型压缩技术。本研究在更大规模数据集上进行了额外实验验证，提供了理论分析补充。系统性评估了方法在不同场景下的适用性和局限性。,自然语言处理,13604,2022,赵磊 等,NeurIPS
