id,title,text_content,category,word_count,year,authors,venue
paper_0041,Constitutional AI: Harmlessness from AI Feedback — Extended Study 45,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,7743,2022,"Radford, A. et al.",NeurIPS
paper_0042,Batch Normalization: Accelerating Deep Network Training — Extended Study 76,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,8896,2023,"Radford, A. et al.",EMNLP
paper_0043,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 15,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,3839,2024,"Ouyang, L. et al.",KDD
paper_0044,Deep Residual Learning for Image Recognition — Extended Study 59,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,8931,2023,"Krizhevsky, A. et al.",EMNLP
paper_0045,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 21,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,11384,2024,"He, K. et al.",ACL
paper_0046,Gradient-Based Learning Applied to Document Recognition — Extended Study 75,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,6442,2023,"Chen, M. et al.",AAAI
paper_0047,Gradient-Based Learning Applied to Document Recognition — Extended Study 5,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,6329,2021,"Vig, J. et al.",SIGMOD
paper_0048,Gradient-Based Learning Applied to Document Recognition — Extended Study 50,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,11657,2023,"Bai, Y. et al.",NeurIPS
paper_0049,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 94,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,12668,2022,"Bai, Y. et al.",ICML
paper_0050,Adam: A Method for Stochastic Optimization — Extended Study 18,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,9713,2024,"Devlin, J. et al.",VLDB
paper_0051,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 58,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,10474,2024,"Vig, J. et al.",AAAI
paper_0052,Attention Is All You Need — Extended Study 98,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,13719,2022,"Ouyang, L. et al.",VLDB
paper_0053,GPT-4 Technical Report — Extended Study 50,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,6650,2024,"Dao, T. et al.",VLDB
paper_0054,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 97,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,10275,2021,"Brown, T. et al.",NeurIPS
paper_0055,Scaling Laws for Neural Language Models — Extended Study 32,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,8858,2021,"He, K. et al.",SIGMOD
paper_0056,GPT-4 Technical Report — Extended Study 25,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,13824,2021,"Bai, Y. et al.",SIGMOD
paper_0057,Deep Residual Learning for Image Recognition — Extended Study 27,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,5686,2022,"Hu, E. et al.",Nature
paper_0058,Attention Is All You Need — Extended Study 20,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,6533,2022,"Kingma, D. et al.",ICLR
paper_0059,Attention Is All You Need — Extended Study 53,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,14605,2021,"Kaplan, J. et al.",VLDB
paper_0060,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 31,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,14141,2021,"Kaplan, J. et al.",VLDB
paper_0061,Gradient-Based Learning Applied to Document Recognition — Extended Study 18,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,6124,2023,"Dao, T. et al.",SIGMOD
paper_0062,EfficientNet: Rethinking Model Scaling — Extended Study 19,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,12810,2023,"Brown, T. et al.",ACL
paper_0063,Denoising Diffusion Probabilistic Models — Extended Study 63,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,14721,2021,"Devlin, J. et al.",JMLR
paper_0064,Constitutional AI: Harmlessness from AI Feedback — Extended Study 35,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,7158,2023,"Ioffe, S. et al.",SIGMOD
paper_0065,Scaling Laws for Neural Language Models — Extended Study 45,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,7020,2021,"Ho, J. et al.",VLDB
paper_0066,Deep Residual Learning for Image Recognition — Extended Study 23,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,8932,2023,"Ioffe, S. et al.",ACL
paper_0067,EfficientNet: Rethinking Model Scaling — Extended Study 33,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,10275,2024,"Ioffe, S. et al.",ACL
paper_0068,EfficientNet: Rethinking Model Scaling — Extended Study 5,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,10858,2024,"Wei, J. et al.",SIGMOD
paper_0069,Adam: A Method for Stochastic Optimization — Extended Study 52,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,3449,2022,"Devlin, J. et al.",CVPR
paper_0070,GPT-4 Technical Report — Extended Study 17,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,7081,2021,"Radford, A. et al.",NeurIPS
paper_0071,Batch Normalization: Accelerating Deep Network Training — Extended Study 93,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,8341,2024,"Bai, Y. et al.",CVPR
paper_0072,Adam: A Method for Stochastic Optimization — Extended Study 62,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,12271,2024,"Tan, M. et al.",SIGMOD
paper_0073,Denoising Diffusion Probabilistic Models — Extended Study 91,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,4249,2023,"Tan, M. et al.",JMLR
paper_0074,Batch Normalization: Accelerating Deep Network Training — Extended Study 48,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,9696,2022,"Ouyang, L. et al.",ICML
paper_0075,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 87,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,12460,2024,"Ioffe, S. et al.",ICLR
paper_0076,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 3,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,6841,2022,"Tan, M. et al.",SIGMOD
paper_0077,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks — Extended Study 2,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,3317,2023,"Brown, T. et al.",Science
paper_0078,GPT-4 Technical Report — Extended Study 69,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,10989,2023,"LeCun, Y. et al.",Nature
paper_0079,GPT-4 Technical Report — Extended Study 4,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,5410,2022,"Vaswani, A. et al.",ICML
paper_0080,EfficientNet: Rethinking Model Scaling — Extended Study 40,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,9005,2023,"Brown, T. et al.",EMNLP
paper_0081,Adam: A Method for Stochastic Optimization — Extended Study 65,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,13150,2022,"Brown, T. et al.",NeurIPS
paper_0082,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 55,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,5156,2024,"LeCun, Y. et al.",Nature
paper_0083,Scaling Laws for Neural Language Models — Extended Study 14,Scaling Laws for Neural Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,8824,2022,"Kaplan, J. et al.",Nature
paper_0084,Deep Residual Learning for Image Recognition — Extended Study 37,Deep Residual Learning for Image Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,5798,2021,"Lewis, P. et al.",Science
paper_0085,Attention Is All You Need — Extended Study 63,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,11758,2023,"Ioffe, S. et al.",Science
paper_0086,Denoising Diffusion Probabilistic Models — Extended Study 3,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,12385,2023,"Chen, M. et al.",KDD
paper_0087,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 32,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,14285,2022,"Kaplan, J. et al.",SIGMOD
paper_0088,LoRA: Low-Rank Adaptation of Large Language Models — Extended Study 8,LoRA: Low-Rank Adaptation of Large Language Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,4440,2023,"LeCun, Y. et al.",KDD
paper_0089,Denoising Diffusion Probabilistic Models — Extended Study 19,Denoising Diffusion Probabilistic Models. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,9575,2024,"Brown, T. et al.",ICLR
paper_0090,Adam: A Method for Stochastic Optimization — Extended Study 92,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,4633,2024,"Vaswani, A. et al.",ICML
paper_0091,Attention Is All You Need — Extended Study 94,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,4750,2024,"Radford, A. et al.",VLDB
paper_0092,Gradient-Based Learning Applied to Document Recognition — Extended Study 18,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,3453,2022,"Krizhevsky, A. et al.",ICML
paper_0093,Attention Is All You Need — Extended Study 17,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,12213,2022,"Wei, J. et al.",Science
paper_0094,GPT-4 Technical Report — Extended Study 32,GPT-4 Technical Report. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,6716,2022,"Ouyang, L. et al.",KDD
paper_0095,Constitutional AI: Harmlessness from AI Feedback — Extended Study 36,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,12426,2022,"Radford, A. et al.",VLDB
paper_0096,Adam: A Method for Stochastic Optimization — Extended Study 22,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,12722,2021,"LeCun, Y. et al.",SIGMOD
paper_0097,FlashAttention: Fast and Memory-Efficient Exact Attention — Extended Study 43,FlashAttention: Fast and Memory-Efficient Exact Attention. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Reinforcement Learning,5046,2021,"Bai, Y. et al.",CVPR
paper_0098,BERT: Pre-training of Deep Bidirectional Transformers — Extended Study 38,BERT: Pre-training of Deep Bidirectional Transformers. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,12855,2022,"Vaswani, A. et al.",JMLR
paper_0099,EfficientNet: Rethinking Model Scaling — Extended Study 60,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,7959,2021,"Ioffe, S. et al.",ACL
paper_0100,Adam: A Method for Stochastic Optimization — Extended Study 61,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,6903,2024,"Tan, M. et al.",EMNLP
paper_0101,EfficientNet: Rethinking Model Scaling — Extended Study 78,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Computer Vision,4306,2022,"Brown, T. et al.",ACL
paper_0102,Gradient-Based Learning Applied to Document Recognition — Extended Study 75,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Graph ML,10697,2024,"Lewis, P. et al.",JMLR
paper_0103,ImageNet Classification with Deep Convolutional Neural Networks — Extended Study 61,ImageNet Classification with Deep Convolutional Neural Networks. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,10864,2022,"Kingma, D. et al.",ICLR
paper_0104,Gradient-Based Learning Applied to Document Recognition — Extended Study 41,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Data Systems,6236,2023,"Ioffe, S. et al.",VLDB
paper_0105,Adam: A Method for Stochastic Optimization — Extended Study 65,Adam: A Method for Stochastic Optimization. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Information Retrieval,5699,2024,"Krizhevsky, A. et al.",KDD
paper_0106,EfficientNet: Rethinking Model Scaling — Extended Study 53,EfficientNet: Rethinking Model Scaling. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,NLP,14649,2023,"Lewis, P. et al.",SIGMOD
paper_0107,Constitutional AI: Harmlessness from AI Feedback — Extended Study 22,Constitutional AI: Harmlessness from AI Feedback. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,13049,2021,"Lewis, P. et al.",ICLR
paper_0108,Gradient-Based Learning Applied to Document Recognition — Extended Study 39,Gradient-Based Learning Applied to Document Recognition. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,5053,2023,"Radford, A. et al.",VLDB
paper_0109,Attention Is All You Need — Extended Study 82,Attention Is All You Need. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Optimization,3500,2021,"Ouyang, L. et al.",ICLR
paper_0110,Batch Normalization: Accelerating Deep Network Training — Extended Study 10,Batch Normalization: Accelerating Deep Network Training. This extended study presents additional experiments and analysis. We evaluate the approach on larger benchmarks and provide theoretical insights.,Machine Learning,9864,2023,"Radford, A. et al.",CVPR
